F:\Self-driving-car\Data\IMG\center_2020_08_31_15_09_13_361.jpg, F:\Self-driving-car\Data\IMG\left_2020_08_31_15_09_13_361.jpg, F:\Self-driving-car\Data\IMG\right_2020_08_31_15_09_13_361.jpg, -0.166551, 1, 0, 17.59001
F:\Self-driving-car\Data\IMG\center_2020_08_31_15_09_13_466.jpg, F:\Self-driving-car\Data\IMG\left_2020_08_31_15_09_13_466.jpg, F:\Self-driving-car\Data\IMG\right_2020_08_31_15_09_13_466.jpg, 0, 0.68027, 0, 18.47315
F:\Self-driving-car\Data\IMG\center_2020_08_31_15_09_13_658.jpg, F:\Self-driving-car\Data\IMG\left_2020_08_31_15_09_13_658.jpg, F:\Self-driving-car\Data\IMG\right_2020_08_31_15_09_13_658.jpg, -0.5702187, 0.1100513, 0, 17.83817
F:\Self-driving-car\Data\IMG\center_2020_08_31_15_09_13_769.jpg, F:\Self-driving-car\Data\IMG\left_2020_08_31_15_09_13_769.jpg, F:\Self-driving-car\Data\IMG\right_2020_08_31_15_09_13_769.jpg, -0.2339232, 0, 0, 17.5924
F:\Self-driving-car\Data\IMG\center_2020_08_31_15_09_13_881.jpg, F:\Self-driving-car\Data\IMG\left_2020_08_31_15_09_13_881.jpg, F:\Self-driving-car\Data\IMG\right_2020_08_31_15_09_13_881.jpg, 0, 0, 0, 17.85366
F:\Self-driving-car\Data\IMG\center_2020_08_31_15_09_14_024.jpg, F:\Self-driving-car\Data\IMG\left_2020_08_31_15_09_14_024.jpg, F:\Self-driving-car\Data\IMG\right_2020_08_31_15_09_14_024.jpg, 0, 0, 0, 17.0791
F:\Self-driving-car\Data\IMG\center_2020_08_31_15_09_14_124.jpg, F:\Self-driving-car\Data\IMG\left_2020_08_31_15_09_14_124.jpg, F:\Self-driving-car\Data\IMG\right_2020_08_31_15_09_14_124.jpg, 0, 0.3200952, 0, 17.68307
F:\Self-driving-car\Data\IMG\center_2020_08_31_15_09_14_272.jpg, F:\Self-driving-car\Data\IMG\left_2020_08_31_15_09_14_272.jpg, F:\Self-driving-car\Data\IMG\right_2020_08_31_15_09_14_272.jpg, 0, 0.7392933, 0, 18.38761
F:\Self-driving-car\Data\IMG\center_2020_08_31_15_09_14_372.jpg, F:\Self-driving-car\Data\IMG\left_2020_08_31_15_09_14_372.jpg, F:\Self-driving-car\Data\IMG\right_2020_08_31_15_09_14_372.jpg, -0.3264504, 1, 0, 19.51994
F:\Self-driving-car\Data\IMG\center_2020_08_31_15_09_14_655.jpg, F:\Self-driving-car\Data\IMG\left_2020_08_31_15_09_14_655.jpg, F:\Self-driving-car\Data\IMG\right_2020_08_31_15_09_14_655.jpg, 0, 1, 0, 22.35546
F:\Self-driving-car\Data\IMG\center_2020_08_31_15_09_14_752.jpg, F:\Self-driving-car\Data\IMG\left_2020_08_31_15_09_14_752.jpg, F:\Self-driving-car\Data\IMG\right_2020_08_31_15_09_14_752.jpg, -0.0514857, 1, 0, 23.35943
F:\Self-driving-car\Data\IMG\center_2020_08_31_15_09_14_863.jpg, F:\Self-driving-car\Data\IMG\left_2020_08_31_15_09_14_863.jpg, F:\Self-driving-car\Data\IMG\right_2020_08_31_15_09_14_863.jpg, -0.3810279, 1, 0, 24.17739
F:\Self-driving-car\Data\IMG\center_2020_08_31_15_09_14_968.jpg, F:\Self-driving-car\Data\IMG\left_2020_08_31_15_09_14_968.jpg, F:\Self-driving-car\Data\IMG\right_2020_08_31_15_09_14_968.jpg, -0.06397347, 1, 0, 25.33566
F:\Self-driving-car\Data\IMG\center_2020_08_31_15_09_15_082.jpg, F:\Self-driving-car\Data\IMG\left_2020_08_31_15_09_15_082.jpg, F:\Self-driving-car\Data\IMG\right_2020_08_31_15_09_15_082.jpg, 0, 1, 0, 26.27987
F:\Self-driving-car\Data\IMG\center_2020_08_31_15_09_15_188.jpg, F:\Self-driving-car\Data\IMG\left_2020_08_31_15_09_15_188.jpg, F:\Self-driving-car\Data\IMG\right_2020_08_31_15_09_15_188.jpg, 0, 0.6837763, 0, 26.99953
F:\Self-driving-car\Data\IMG\center_2020_08_31_15_09_15_298.jpg, F:\Self-driving-car\Data\IMG\left_2020_08_31_15_09_15_298.jpg, F:\Self-driving-car\Data\IMG\right_2020_08_31_15_09_15_298.jpg, -0.3321702, 0.3516061, 0, 27.19586
F:\Self-driving-car\Data\IMG\center_2020_08_31_15_09_15_963.jpg, F:\Self-driving-car\Data\IMG\left_2020_08_31_15_09_15_963.jpg, F:\Self-driving-car\Data\IMG\right_2020_08_31_15_09_15_963.jpg, -1, 1, 0, 28.67084
F:\Self-driving-car\Data\IMG\center_2020_08_31_15_09_16_227.jpg, F:\Self-driving-car\Data\IMG\left_2020_08_31_15_09_16_227.jpg, F:\Self-driving-car\Data\IMG\right_2020_08_31_15_09_16_227.jpg, -0.2002186, 0.2002186, 0, 28.72875
F:\Self-driving-car\Data\IMG\center_2020_08_31_15_09_16_484.jpg, F:\Self-driving-car\Data\IMG\left_2020_08_31_15_09_16_484.jpg, F:\Self-driving-car\Data\IMG\right_2020_08_31_15_09_16_484.jpg, 0, 0, 0, 27.99649
F:\Self-driving-car\Data\IMG\center_2020_08_31_15_09_16_604.jpg, F:\Self-driving-car\Data\IMG\left_2020_08_31_15_09_16_604.jpg, F:\Self-driving-car\Data\IMG\right_2020_08_31_15_09_16_604.jpg, 0, 0, 0, 27.65428
F:\Self-driving-car\Data\IMG\center_2020_08_31_15_09_17_070.jpg, F:\Self-driving-car\Data\IMG\left_2020_08_31_15_09_17_070.jpg, F:\Self-driving-car\Data\IMG\right_2020_08_31_15_09_17_070.jpg, 1, 0, 0, 25.00083
F:\Self-driving-car\Data\IMG\center_2020_08_31_15_09_17_359.jpg, F:\Self-driving-car\Data\IMG\left_2020_08_31_15_09_17_359.jpg, F:\Self-driving-car\Data\IMG\right_2020_08_31_15_09_17_359.jpg, 0.1260319, 0, 0, 24.26101
F:\Self-driving-car\Data\IMG\center_2020_08_31_15_09_17_470.jpg, F:\Self-driving-car\Data\IMG\left_2020_08_31_15_09_17_470.jpg, F:\Self-driving-car\Data\IMG\right_2020_08_31_15_09_17_470.jpg, 0, 0, 0, 23.96499
F:\Self-driving-car\Data\IMG\center_2020_08_31_15_09_17_732.jpg, F:\Self-driving-car\Data\IMG\left_2020_08_31_15_09_17_732.jpg, F:\Self-driving-car\Data\IMG\right_2020_08_31_15_09_17_732.jpg, 0, 0, 0, 23.35148
F:\Self-driving-car\Data\IMG\center_2020_08_31_15_09_18_064.jpg, F:\Self-driving-car\Data\IMG\left_2020_08_31_15_09_18_064.jpg, F:\Self-driving-car\Data\IMG\right_2020_08_31_15_09_18_064.jpg, -0.9894671, 0, 0, 21.06666
F:\Self-driving-car\Data\IMG\center_2020_08_31_15_09_18_373.jpg, F:\Self-driving-car\Data\IMG\left_2020_08_31_15_09_18_373.jpg, F:\Self-driving-car\Data\IMG\right_2020_08_31_15_09_18_373.jpg, -0.05647099, 0, 0, 20.1971
F:\Self-driving-car\Data\IMG\center_2020_08_31_15_09_18_493.jpg, F:\Self-driving-car\Data\IMG\left_2020_08_31_15_09_18_493.jpg, F:\Self-driving-car\Data\IMG\right_2020_08_31_15_09_18_493.jpg, 0, 0, 0, 19.94228
F:\Self-driving-car\Data\IMG\center_2020_08_31_15_09_18_639.jpg, F:\Self-driving-car\Data\IMG\left_2020_08_31_15_09_18_639.jpg, F:\Self-driving-car\Data\IMG\right_2020_08_31_15_09_18_639.jpg, -0.432804, 0, 0, 19.80513
F:\Self-driving-car\Data\IMG\center_2020_08_31_15_09_18_758.jpg, F:\Self-driving-car\Data\IMG\left_2020_08_31_15_09_18_758.jpg, F:\Self-driving-car\Data\IMG\right_2020_08_31_15_09_18_758.jpg, -0.0720861, 0, 0, 19.58562
F:\Self-driving-car\Data\IMG\center_2020_08_31_15_09_18_901.jpg, F:\Self-driving-car\Data\IMG\left_2020_08_31_15_09_18_901.jpg, F:\Self-driving-car\Data\IMG\right_2020_08_31_15_09_18_901.jpg, 0, 0, 0, 18.88549
F:\Self-driving-car\Data\IMG\center_2020_08_31_15_09_19_022.jpg, F:\Self-driving-car\Data\IMG\left_2020_08_31_15_09_19_022.jpg, F:\Self-driving-car\Data\IMG\right_2020_08_31_15_09_19_022.jpg, 0.3683907, 0, 0, 18.93859
F:\Self-driving-car\Data\IMG\center_2020_08_31_15_09_19_234.jpg, F:\Self-driving-car\Data\IMG\left_2020_08_31_15_09_19_234.jpg, F:\Self-driving-car\Data\IMG\right_2020_08_31_15_09_19_234.jpg, 0, 0, 0, 18.53968
F:\Self-driving-car\Data\IMG\center_2020_08_31_15_09_19_352.jpg, F:\Self-driving-car\Data\IMG\left_2020_08_31_15_09_19_352.jpg, F:\Self-driving-car\Data\IMG\right_2020_08_31_15_09_19_352.jpg, 0, 0, 0, 18.31659
F:\Self-driving-car\Data\IMG\center_2020_08_31_15_09_19_458.jpg, F:\Self-driving-car\Data\IMG\left_2020_08_31_15_09_19_458.jpg, F:\Self-driving-car\Data\IMG\right_2020_08_31_15_09_19_458.jpg, 0, 0, 0, 17.6295
F:\Self-driving-car\Data\IMG\center_2020_08_31_15_09_19_584.jpg, F:\Self-driving-car\Data\IMG\left_2020_08_31_15_09_19_584.jpg, F:\Self-driving-car\Data\IMG\right_2020_08_31_15_09_19_584.jpg, 0, 0, 0, 17.88576
F:\Self-driving-car\Data\IMG\center_2020_08_31_15_09_19_695.jpg, F:\Self-driving-car\Data\IMG\left_2020_08_31_15_09_19_695.jpg, F:\Self-driving-car\Data\IMG\right_2020_08_31_15_09_19_695.jpg, 0, 0, 0, 17.1789
F:\Self-driving-car\Data\IMG\center_2020_08_31_15_09_19_796.jpg, F:\Self-driving-car\Data\IMG\left_2020_08_31_15_09_19_796.jpg, F:\Self-driving-car\Data\IMG\right_2020_08_31_15_09_19_796.jpg, 0, 0, 0, 17.53171
F:\Self-driving-car\Data\IMG\center_2020_08_31_15_09_19_911.jpg, F:\Self-driving-car\Data\IMG\left_2020_08_31_15_09_19_911.jpg, F:\Self-driving-car\Data\IMG\right_2020_08_31_15_09_19_911.jpg, 0, 0.3467751, 0, 17.62663
F:\Self-driving-car\Data\IMG\center_2020_08_31_15_09_20_060.jpg, F:\Self-driving-car\Data\IMG\left_2020_08_31_15_09_20_060.jpg, F:\Self-driving-car\Data\IMG\right_2020_08_31_15_09_20_060.jpg, 0, 0.7915797, 0, 18.39486
F:\Self-driving-car\Data\IMG\center_2020_08_31_15_09_20_188.jpg, F:\Self-driving-car\Data\IMG\left_2020_08_31_15_09_20_188.jpg, F:\Self-driving-car\Data\IMG\right_2020_08_31_15_09_20_188.jpg, 0, 1, 0, 19.98462
F:\Self-driving-car\Data\IMG\center_2020_08_31_15_09_20_317.jpg, F:\Self-driving-car\Data\IMG\left_2020_08_31_15_09_20_317.jpg, F:\Self-driving-car\Data\IMG\right_2020_08_31_15_09_20_317.jpg, 0, 1, 0, 21.17733
F:\Self-driving-car\Data\IMG\center_2020_08_31_15_09_20_438.jpg, F:\Self-driving-car\Data\IMG\left_2020_08_31_15_09_20_438.jpg, F:\Self-driving-car\Data\IMG\right_2020_08_31_15_09_20_438.jpg, 0, 1, 0, 22.35608
F:\Self-driving-car\Data\IMG\center_2020_08_31_15_09_20_599.jpg, F:\Self-driving-car\Data\IMG\left_2020_08_31_15_09_20_599.jpg, F:\Self-driving-car\Data\IMG\right_2020_08_31_15_09_20_599.jpg, 0, 1, 0, 23.91341
F:\Self-driving-car\Data\IMG\center_2020_08_31_15_09_21_230.jpg, F:\Self-driving-car\Data\IMG\left_2020_08_31_15_09_21_230.jpg, F:\Self-driving-car\Data\IMG\right_2020_08_31_15_09_21_230.jpg, 0, 0, 0, 23.30382
F:\Self-driving-car\Data\IMG\center_2020_08_31_15_09_21_522.jpg, F:\Self-driving-car\Data\IMG\left_2020_08_31_15_09_21_522.jpg, F:\Self-driving-car\Data\IMG\right_2020_08_31_15_09_21_522.jpg, 0, 0, 0, 22.45887
F:\Self-driving-car\Data\IMG\center_2020_08_31_15_09_21_621.jpg, F:\Self-driving-car\Data\IMG\left_2020_08_31_15_09_21_621.jpg, F:\Self-driving-car\Data\IMG\right_2020_08_31_15_09_21_621.jpg, 0, 0, 0, 22.44297
F:\Self-driving-car\Data\IMG\center_2020_08_31_15_09_21_726.jpg, F:\Self-driving-car\Data\IMG\left_2020_08_31_15_09_21_726.jpg, F:\Self-driving-car\Data\IMG\right_2020_08_31_15_09_21_726.jpg, 0, 0, 0, 21.97561
F:\Self-driving-car\Data\IMG\center_2020_08_31_15_09_21_830.jpg, F:\Self-driving-car\Data\IMG\left_2020_08_31_15_09_21_830.jpg, F:\Self-driving-car\Data\IMG\right_2020_08_31_15_09_21_830.jpg, 0, 0, 0, 22.01826
F:\Self-driving-car\Data\IMG\center_2020_08_31_15_09_21_972.jpg, F:\Self-driving-car\Data\IMG\left_2020_08_31_15_09_21_972.jpg, F:\Self-driving-car\Data\IMG\right_2020_08_31_15_09_21_972.jpg, -0.4219968, 0, 0, 21.21188
F:\Self-driving-car\Data\IMG\center_2020_08_31_15_09_22_083.jpg, F:\Self-driving-car\Data\IMG\left_2020_08_31_15_09_22_083.jpg, F:\Self-driving-car\Data\IMG\right_2020_08_31_15_09_22_083.jpg, -0.08508873, 0, 0, 20.95022
F:\Self-driving-car\Data\IMG\center_2020_08_31_15_09_22_210.jpg, F:\Self-driving-car\Data\IMG\left_2020_08_31_15_09_22_210.jpg, F:\Self-driving-car\Data\IMG\right_2020_08_31_15_09_22_210.jpg, 0, 0, 0, 20.68314
F:\Self-driving-car\Data\IMG\center_2020_08_31_15_09_22_356.jpg, F:\Self-driving-car\Data\IMG\left_2020_08_31_15_09_22_356.jpg, F:\Self-driving-car\Data\IMG\right_2020_08_31_15_09_22_356.jpg, 0, 0, 0, 20.70357
F:\Self-driving-car\Data\IMG\center_2020_08_31_15_09_22_479.jpg, F:\Self-driving-car\Data\IMG\left_2020_08_31_15_09_22_479.jpg, F:\Self-driving-car\Data\IMG\right_2020_08_31_15_09_22_479.jpg, 0, 0, 0, 20.08726
F:\Self-driving-car\Data\IMG\center_2020_08_31_15_09_22_605.jpg, F:\Self-driving-car\Data\IMG\left_2020_08_31_15_09_22_605.jpg, F:\Self-driving-car\Data\IMG\right_2020_08_31_15_09_22_605.jpg, 0, 0, 0, 19.83556
F:\Self-driving-car\Data\IMG\center_2020_08_31_15_09_22_728.jpg, F:\Self-driving-car\Data\IMG\left_2020_08_31_15_09_22_728.jpg, F:\Self-driving-car\Data\IMG\right_2020_08_31_15_09_22_728.jpg, -0.3720708, 0, 0, 19.50033
F:\Self-driving-car\Data\IMG\center_2020_08_31_15_09_22_853.jpg, F:\Self-driving-car\Data\IMG\left_2020_08_31_15_09_22_853.jpg, F:\Self-driving-car\Data\IMG\right_2020_08_31_15_09_22_853.jpg, -0.0001031756, 0, 0, 19.21329
F:\Self-driving-car\Data\IMG\center_2020_08_31_15_09_22_972.jpg, F:\Self-driving-car\Data\IMG\left_2020_08_31_15_09_22_972.jpg, F:\Self-driving-car\Data\IMG\right_2020_08_31_15_09_22_972.jpg, 0, 0, 0, 18.95972
F:\Self-driving-car\Data\IMG\center_2020_08_31_15_09_23_094.jpg, F:\Self-driving-car\Data\IMG\left_2020_08_31_15_09_23_094.jpg, F:\Self-driving-car\Data\IMG\right_2020_08_31_15_09_23_094.jpg, 0, 0.3642111, 0, 19.28178
F:\Self-driving-car\Data\IMG\center_2020_08_31_15_09_23_451.jpg, F:\Self-driving-car\Data\IMG\left_2020_08_31_15_09_23_451.jpg, F:\Self-driving-car\Data\IMG\right_2020_08_31_15_09_23_451.jpg, -1, 1, 0, 21.36823
F:\Self-driving-car\Data\IMG\center_2020_08_31_15_09_23_651.jpg, F:\Self-driving-car\Data\IMG\left_2020_08_31_15_09_23_651.jpg, F:\Self-driving-car\Data\IMG\right_2020_08_31_15_09_23_651.jpg, -0.3884827, 0.3884827, 0, 21.95581
F:\Self-driving-car\Data\IMG\center_2020_08_31_15_09_23_763.jpg, F:\Self-driving-car\Data\IMG\left_2020_08_31_15_09_23_763.jpg, F:\Self-driving-car\Data\IMG\right_2020_08_31_15_09_23_763.jpg, -0.05055099, 0.050551, 0, 21.74107
F:\Self-driving-car\Data\IMG\center_2020_08_31_15_09_23_878.jpg, F:\Self-driving-car\Data\IMG\left_2020_08_31_15_09_23_878.jpg, F:\Self-driving-car\Data\IMG\right_2020_08_31_15_09_23_878.jpg, 0, 0, 0, 21.47528
F:\Self-driving-car\Data\IMG\center_2020_08_31_15_09_23_983.jpg, F:\Self-driving-car\Data\IMG\left_2020_08_31_15_09_23_983.jpg, F:\Self-driving-car\Data\IMG\right_2020_08_31_15_09_23_983.jpg, 0, 0, 0, 21.46203
F:\Self-driving-car\Data\IMG\center_2020_08_31_15_09_24_099.jpg, F:\Self-driving-car\Data\IMG\left_2020_08_31_15_09_24_099.jpg, F:\Self-driving-car\Data\IMG\right_2020_08_31_15_09_24_099.jpg, 0, 0, 0, 21.22704
F:\Self-driving-car\Data\IMG\center_2020_08_31_15_09_24_207.jpg, F:\Self-driving-car\Data\IMG\left_2020_08_31_15_09_24_207.jpg, F:\Self-driving-car\Data\IMG\right_2020_08_31_15_09_24_207.jpg, 0.324813, 0, 0, 20.60415
F:\Self-driving-car\Data\IMG\center_2020_08_31_15_09_24_322.jpg, F:\Self-driving-car\Data\IMG\left_2020_08_31_15_09_24_322.jpg, F:\Self-driving-car\Data\IMG\right_2020_08_31_15_09_24_322.jpg, 0.6677459, 0, 0, 20.05539
F:\Self-driving-car\Data\IMG\center_2020_08_31_15_09_24_457.jpg, F:\Self-driving-car\Data\IMG\left_2020_08_31_15_09_24_457.jpg, F:\Self-driving-car\Data\IMG\right_2020_08_31_15_09_24_457.jpg, 1, 0, 0, 19.55796
F:\Self-driving-car\Data\IMG\center_2020_08_31_15_09_24_571.jpg, F:\Self-driving-car\Data\IMG\left_2020_08_31_15_09_24_571.jpg, F:\Self-driving-car\Data\IMG\right_2020_08_31_15_09_24_571.jpg, 0.6564619, 0, 0, 19.08774
F:\Self-driving-car\Data\IMG\center_2020_08_31_15_09_24_705.jpg, F:\Self-driving-car\Data\IMG\left_2020_08_31_15_09_24_705.jpg, F:\Self-driving-car\Data\IMG\right_2020_08_31_15_09_24_705.jpg, 0.2548789, 0, 0, 19.22413
F:\Self-driving-car\Data\IMG\center_2020_08_31_15_09_24_822.jpg, F:\Self-driving-car\Data\IMG\left_2020_08_31_15_09_24_822.jpg, F:\Self-driving-car\Data\IMG\right_2020_08_31_15_09_24_822.jpg, 0, 0, 0, 18.96432
F:\Self-driving-car\Data\IMG\center_2020_08_31_15_09_24_950.jpg, F:\Self-driving-car\Data\IMG\left_2020_08_31_15_09_24_950.jpg, F:\Self-driving-car\Data\IMG\right_2020_08_31_15_09_24_950.jpg, -0.3849084, 0, 0, 18.56985
F:\Self-driving-car\Data\IMG\center_2020_08_31_15_09_25_101.jpg, F:\Self-driving-car\Data\IMG\left_2020_08_31_15_09_25_101.jpg, F:\Self-driving-car\Data\IMG\right_2020_08_31_15_09_25_101.jpg, 0, 0, 0, 18.31438
F:\Self-driving-car\Data\IMG\center_2020_08_31_15_09_25_206.jpg, F:\Self-driving-car\Data\IMG\left_2020_08_31_15_09_25_206.jpg, F:\Self-driving-car\Data\IMG\right_2020_08_31_15_09_25_206.jpg, 0, 0, 0, 17.61954
F:\Self-driving-car\Data\IMG\center_2020_08_31_15_09_25_309.jpg, F:\Self-driving-car\Data\IMG\left_2020_08_31_15_09_25_309.jpg, F:\Self-driving-car\Data\IMG\right_2020_08_31_15_09_25_309.jpg, 0, 0, 0, 17.9573
F:\Self-driving-car\Data\IMG\center_2020_08_31_15_09_25_468.jpg, F:\Self-driving-car\Data\IMG\left_2020_08_31_15_09_25_468.jpg, F:\Self-driving-car\Data\IMG\right_2020_08_31_15_09_25_468.jpg, 0, 0, 0, 17.67937
F:\Self-driving-car\Data\IMG\center_2020_08_31_15_09_25_572.jpg, F:\Self-driving-car\Data\IMG\left_2020_08_31_15_09_25_572.jpg, F:\Self-driving-car\Data\IMG\right_2020_08_31_15_09_25_572.jpg, 0, 0.3139851, 0, 17.3477
